Report_ID,Report_Name,Department,Client_Region,Created_Date,Last_Refreshed_Date,Refresh_Frequency,Report_Status,Issues_Raised,Issues_Resolved,Avg_Resolution_Time_Hours,SLA_Status,Maintenance_Hours,Change_Requests,Report_Owner
23295,Sales Summary,Finance,UK,30-06-2024,03-03-2024,Daily,Active,4,12,11.14,Met,11.6,2,IT Support
23296,Inventory Aging,IT,South Africa,13-02-2024,30-08-2024,Weekly,Active,6,8,56.85,Breached,8.3,8,BI Team
23297,Finance P&L,Finance,UAE,28-03-2024,28-01-2024,Daily,Under Maintenance,0,14,9.94,Met,15.3,3,IT Support
23298,Finance P&L,IT,UK,03-03-2023,29-04-2024,Weekly,Active,7,5,43.34,Breached,4.6,0,Finance Team
23299,Procurement Spend,HR,UK,14-07-2023,10-07-2024,Daily,Deprecated,2,2,71.5,Met,8.1,4,BI Team
23300,Sales Summary,Finance,South Africa,28-10-2023,25-04-2024,Weekly,Active,7,14,28.03,Met,2.7,0,BI Team
23301,Sales Summary,Sales,South Africa,12-04-2024,10-04-2024,Daily,Active,0,6,52.99,Met,18,6,External Vendor
23302,Inventory Aging,Operations,USA,30-09-2023,18-12-2024,Monthly,Active,14,2,32.83,Met,4.8,6,Finance Team
23303,Finance P&L,IT,India,13-02-2023,27-04-2024,Daily,Active,0,5,12.72,Breached,4.3,3,Finance Team
23304,Inventory Aging,Procurement,USA,13-04-2024,16-04-2024,Daily,Active,2,5,52.1,Breached,2.1,0,Finance Team
23305,Inventory Aging,Sales,USA,21-03-2023,26-05-2024,Monthly,Deprecated,2,13,16.05,Met,16.1,2,BI Team
23306,Maintenance SLA,Sales,South Africa,23-03-2024,14-11-2024,Daily,Active,13,4,28.57,Met,12.5,0,BI Team
23307,Finance P&L,Sales,UK,06-03-2023,04-02-2024,Weekly,Under Maintenance,14,3,3.21,Met,18.9,4,Finance Team
23308,Inventory Aging,Finance,UK,03-05-2024,27-10-2024,Weekly,Under Maintenance,9,10,47.37,Met,10.2,2,BI Team
23309,Finance P&L,Operations,South Africa,06-08-2024,21-03-2024,Daily,Deprecated,14,2,41.22,Met,1,9,External Vendor
23310,Inventory Aging,Procurement,UK,04-05-2024,10-07-2024,Monthly,Under Maintenance,9,12,37.99,Met,13.3,2,IT Support
23311,HR Attrition,HR,India,17-10-2024,24-01-2024,Weekly,Under Maintenance,5,5,37.5,Breached,11,8,IT Support
23312,Inventory Aging,Sales,UAE,10-02-2024,28-06-2024,Weekly,Active,6,5,48.03,Met,18.3,2,IT Support
23313,Inventory Aging,Sales,UK,13-09-2023,30-01-2024,Daily,Under Maintenance,11,8,55.5,Breached,10.8,1,External Vendor
23314,HR Attrition,Sales,UK,05-05-2024,24-03-2024,Daily,Under Maintenance,13,14,57.04,Met,11.1,9,IT Support
23315,Sales Summary,HR,USA,29-10-2024,17-06-2024,Monthly,Deprecated,14,0,67.06,Met,13.4,3,External Vendor
23316,Finance P&L,IT,South Africa,19-04-2024,06-08-2024,Weekly,Active,11,9,16.58,Met,9.8,4,IT Support
23317,Procurement Spend,Finance,UK,20-02-2024,24-10-2024,Daily,Active,1,12,55.27,Met,1.8,0,IT Support
23318,HR Attrition,Finance,South Africa,27-11-2024,13-11-2024,Weekly,Deprecated,8,4,2.4,Met,2.4,6,BI Team
23319,Sales Summary,Operations,USA,10-10-2023,17-05-2024,Daily,Deprecated,10,1,40.25,Met,20,9,Finance Team
23320,Inventory Aging,Finance,India,17-02-2023,09-10-2024,Daily,Active,0,8,1.46,Met,10.5,0,Finance Team
23321,Maintenance SLA,Finance,UAE,14-06-2024,11-01-2024,Monthly,Deprecated,11,14,67.39,Met,5.3,5,BI Team
23322,Sales Summary,Procurement,India,15-11-2024,25-10-2024,Daily,Deprecated,4,1,28.64,Met,20,2,Finance Team
23323,HR Attrition,Procurement,UAE,29-03-2023,13-06-2024,Daily,Active,7,7,57.16,Met,4.1,7,External Vendor
23324,Maintenance SLA,Finance,India,09-07-2024,24-05-2024,Daily,Deprecated,12,13,17.72,Breached,6.1,8,BI Team
23325,Inventory Aging,Procurement,UAE,12-05-2023,14-07-2024,Weekly,Deprecated,6,2,65.72,Met,19.4,4,BI Team
23326,Sales Summary,IT,India,03-10-2024,26-09-2024,Daily,Under Maintenance,5,6,22.01,Met,4.5,3,BI Team
23327,Procurement Spend,Operations,South Africa,05-08-2023,07-04-2024,Weekly,Deprecated,13,8,15.79,Met,1.6,1,External Vendor
23328,Finance P&L,Finance,UAE,18-01-2023,09-01-2024,Weekly,Under Maintenance,5,1,64.93,Met,7.5,4,BI Team
23329,Finance P&L,Procurement,South Africa,09-10-2023,29-03-2024,Daily,Under Maintenance,4,4,27.73,Met,17.3,2,External Vendor
23330,HR Attrition,HR,USA,02-09-2024,22-01-2024,Weekly,Active,1,6,52.1,Breached,4.4,6,BI Team
23331,Inventory Aging,Procurement,UK,22-04-2024,16-03-2024,Daily,Active,1,6,14.68,Breached,9.3,9,External Vendor
23332,Inventory Aging,Procurement,USA,07-01-2023,13-10-2024,Daily,Deprecated,2,7,34.64,Met,18.3,9,IT Support
23333,Finance P&L,HR,USA,24-07-2023,09-05-2024,Monthly,Active,5,1,9.83,Breached,3.8,4,Finance Team
23334,Sales Summary,Operations,UAE,04-01-2023,28-09-2024,Weekly,Active,12,14,26.64,Met,1.9,6,IT Support
23335,Inventory Aging,HR,UAE,01-04-2024,14-06-2024,Daily,Under Maintenance,9,10,56,Met,10.1,4,External Vendor
23336,Procurement Spend,Operations,USA,16-05-2024,26-02-2024,Daily,Active,8,9,23.58,Breached,18.3,4,Finance Team
23337,Procurement Spend,IT,India,13-06-2024,02-09-2024,Daily,Active,2,6,62.07,Breached,2.5,0,External Vendor
23338,Inventory Aging,HR,UK,29-08-2024,24-09-2024,Daily,Under Maintenance,3,14,60.01,Met,5.5,2,IT Support
23339,Inventory Aging,Operations,South Africa,30-10-2024,08-02-2024,Weekly,Active,0,3,38.59,Met,14.9,7,IT Support
23340,Finance P&L,Operations,South Africa,28-03-2023,02-02-2024,Daily,Active,10,11,59.91,Breached,5,5,External Vendor
23341,HR Attrition,Sales,India,06-12-2024,05-09-2024,Daily,Active,1,6,3.66,Breached,8.4,3,BI Team
23342,Finance P&L,Sales,UK,02-07-2024,17-12-2024,Weekly,Under Maintenance,2,10,56.91,Breached,4.1,8,External Vendor
23343,HR Attrition,Procurement,India,24-03-2023,02-08-2024,Daily,Under Maintenance,0,0,23.36,Breached,7.9,0,BI Team
23344,Procurement Spend,HR,South Africa,27-09-2024,02-03-2024,Daily,Deprecated,7,1,54,Breached,4.9,4,BI Team
23345,HR Attrition,Operations,India,09-02-2024,20-10-2024,Daily,Active,6,5,61.6,Met,19.4,2,BI Team
23346,Finance P&L,Sales,UAE,05-04-2023,05-01-2024,Daily,Active,8,0,12.41,Met,11.1,8,External Vendor
23347,Inventory Aging,Procurement,South Africa,12-04-2023,17-02-2024,Daily,Deprecated,10,10,37.65,Met,14.6,6,IT Support
23348,HR Attrition,Procurement,UAE,08-03-2023,22-03-2024,Daily,Active,2,4,28.78,Met,3.3,4,External Vendor
23349,Finance P&L,Procurement,UK,17-11-2024,26-08-2024,Daily,Under Maintenance,14,1,37.32,Met,6.9,3,External Vendor
23350,Procurement Spend,Sales,UAE,20-02-2023,25-06-2024,Weekly,Active,12,6,66.61,Breached,9.5,7,External Vendor
23351,Maintenance SLA,IT,India,01-02-2024,17-11-2024,Daily,Active,10,8,60.2,Met,8.6,3,External Vendor
23352,HR Attrition,Finance,UK,02-04-2024,20-11-2024,Daily,Under Maintenance,11,7,25.97,Met,11.4,3,External Vendor
23353,Procurement Spend,IT,USA,11-12-2023,20-07-2024,Weekly,Deprecated,12,14,1.54,Met,7.3,9,BI Team
23354,Procurement Spend,IT,UK,05-02-2024,29-11-2024,Daily,Active,1,7,60.69,Breached,14.5,5,BI Team
23355,Sales Summary,Procurement,USA,06-07-2023,28-10-2024,Daily,Active,0,0,18.2,Met,18.7,4,IT Support
23356,Maintenance SLA,Finance,USA,06-06-2024,22-05-2024,Weekly,Active,8,5,45.41,Met,14.4,5,Finance Team
23357,HR Attrition,Finance,UK,18-09-2023,03-08-2024,Daily,Under Maintenance,4,10,57.92,Met,0.9,0,IT Support
23358,Finance P&L,Finance,USA,26-10-2024,18-07-2024,Weekly,Active,12,2,7.98,Met,14.6,2,BI Team
23359,HR Attrition,Procurement,UAE,18-05-2023,13-06-2024,Monthly,Deprecated,11,8,57.22,Breached,8.9,6,External Vendor
23360,HR Attrition,Operations,UAE,05-08-2023,05-07-2024,Daily,Active,14,1,71.56,Breached,11.2,0,Finance Team
23361,Maintenance SLA,Finance,UK,05-06-2024,05-11-2024,Daily,Deprecated,12,11,68.86,Met,15.7,5,IT Support
23362,Procurement Spend,Sales,USA,02-02-2024,21-06-2024,Weekly,Active,11,14,37,Met,8.4,8,IT Support
23363,Procurement Spend,Sales,India,25-07-2023,02-07-2024,Monthly,Active,6,0,24.22,Met,3.9,0,IT Support
23364,Procurement Spend,Finance,UK,29-10-2024,19-11-2024,Monthly,Active,9,6,61.77,Met,5.9,1,Finance Team
23365,Procurement Spend,Finance,USA,01-05-2023,28-01-2024,Daily,Deprecated,11,0,68.55,Met,4.1,1,IT Support
23366,Maintenance SLA,Finance,USA,17-10-2023,30-07-2024,Daily,Deprecated,12,7,42.76,Breached,7.7,6,Finance Team
23367,Finance P&L,Sales,USA,10-03-2024,26-08-2024,Daily,Active,7,9,10.86,Breached,1.4,4,Finance Team
23368,Inventory Aging,HR,India,30-03-2023,20-10-2024,Daily,Under Maintenance,7,2,56.46,Met,9.9,7,IT Support
23369,Sales Summary,Operations,UAE,22-05-2024,27-06-2024,Monthly,Active,7,9,61.75,Met,1.8,7,External Vendor
23370,Procurement Spend,HR,South Africa,09-03-2024,17-01-2024,Weekly,Under Maintenance,5,3,39.37,Breached,12,5,IT Support
23371,Procurement Spend,Sales,India,28-06-2024,31-05-2024,Weekly,Under Maintenance,11,2,66.24,Breached,7.1,2,BI Team
23372,Sales Summary,Sales,South Africa,28-01-2023,03-03-2024,Weekly,Under Maintenance,5,11,37.56,Met,3.5,3,External Vendor
23373,Procurement Spend,Procurement,UAE,08-09-2023,07-12-2024,Weekly,Active,10,0,20.85,Met,18,1,BI Team
23374,Inventory Aging,HR,USA,18-03-2024,28-03-2024,Monthly,Active,3,10,48.44,Breached,14.3,9,BI Team
23375,HR Attrition,Finance,South Africa,07-04-2023,15-04-2024,Weekly,Active,11,12,3.3,Met,6.2,0,IT Support
23376,Sales Summary,IT,South Africa,24-10-2023,09-03-2024,Daily,Active,14,6,67.05,Met,9.4,3,Finance Team
23377,Finance P&L,Finance,India,08-07-2023,10-03-2024,Weekly,Active,2,5,21.18,Met,5,1,BI Team
23378,Sales Summary,Sales,UAE,19-06-2023,08-08-2024,Weekly,Deprecated,0,13,26.08,Met,1.2,3,IT Support
23379,Inventory Aging,Procurement,UK,14-10-2024,12-07-2024,Daily,Under Maintenance,6,11,42.81,Met,13,3,BI Team
23380,Maintenance SLA,HR,South Africa,27-04-2023,14-12-2024,Weekly,Active,9,8,57.05,Breached,7.4,8,Finance Team
23381,Finance P&L,Procurement,India,26-09-2024,03-09-2024,Daily,Under Maintenance,9,4,7.5,Met,5.7,6,Finance Team
23382,HR Attrition,Operations,USA,14-02-2024,04-01-2024,Daily,Active,4,9,31.54,Met,4.5,3,Finance Team
23383,Procurement Spend,Procurement,UAE,06-10-2024,30-09-2024,Monthly,Deprecated,2,3,30.47,Breached,12.6,4,Finance Team
23384,Sales Summary,Operations,USA,22-11-2023,02-06-2024,Daily,Active,9,0,16,Met,18.7,3,External Vendor
23385,Finance P&L,HR,USA,14-06-2023,24-03-2024,Monthly,Deprecated,3,6,12.22,Met,8.8,9,BI Team
23386,Sales Summary,Finance,UK,19-02-2023,13-12-2024,Daily,Active,14,1,29.18,Met,4,8,Finance Team
23387,HR Attrition,Operations,South Africa,12-09-2023,12-07-2024,Daily,Deprecated,2,5,51.67,Met,20,7,Finance Team
23388,Sales Summary,Finance,UK,01-03-2024,19-10-2024,Monthly,Deprecated,11,7,23.11,Met,7.5,5,External Vendor
23389,Finance P&L,Procurement,India,01-12-2024,03-12-2024,Daily,Active,11,2,49.82,Breached,7.7,2,IT Support
23390,Inventory Aging,Procurement,UK,13-06-2024,21-10-2024,Daily,Under Maintenance,8,6,9.43,Breached,11.8,5,External Vendor
23391,Maintenance SLA,HR,India,16-02-2023,21-02-2024,Weekly,Active,12,0,37.2,Met,12.9,6,BI Team
23392,Finance P&L,Finance,South Africa,26-04-2024,01-08-2024,Daily,Active,4,6,23.16,Met,7.1,9,External Vendor
23393,Sales Summary,HR,South Africa,30-07-2023,29-03-2024,Daily,Active,10,3,22.56,Breached,17.9,8,Finance Team
23394,HR Attrition,Operations,UK,25-06-2023,15-08-2024,Monthly,Deprecated,3,2,62.24,Met,12.9,0,Finance Team
23395,Procurement Spend,Procurement,USA,10-01-2023,12-02-2024,Weekly,Active,0,12,47.09,Met,18.6,3,Finance Team
23396,Procurement Spend,Procurement,UK,31-07-2024,20-09-2024,Monthly,Active,5,11,42.52,Met,2.4,5,Finance Team
23397,HR Attrition,Procurement,UAE,19-05-2024,03-03-2024,Monthly,Active,8,4,6.49,Met,13.6,8,IT Support
23398,Sales Summary,IT,South Africa,17-11-2023,19-02-2024,Daily,Active,4,10,42.64,Met,8.1,0,BI Team
23399,Maintenance SLA,Procurement,UAE,30-01-2023,31-03-2024,Daily,Active,9,10,65.06,Met,17.6,4,BI Team
23400,HR Attrition,Procurement,UAE,08-10-2024,26-02-2024,Daily,Active,6,3,45.6,Breached,4.3,5,Finance Team
23401,Sales Summary,Operations,UAE,14-03-2024,22-02-2024,Daily,Active,5,11,9.21,Met,4.2,1,BI Team
23402,Finance P&L,Operations,USA,04-03-2023,23-02-2024,Daily,Active,1,6,43.98,Breached,13.3,0,IT Support
23403,Maintenance SLA,HR,South Africa,10-07-2023,07-05-2024,Weekly,Deprecated,1,4,29.21,Breached,15.4,5,IT Support
23404,Inventory Aging,Sales,South Africa,13-12-2024,08-11-2024,Monthly,Active,5,5,44.57,Met,13.1,1,Finance Team
23405,Sales Summary,Procurement,South Africa,14-03-2023,24-01-2024,Weekly,Active,9,11,38.85,Breached,16.2,7,Finance Team
23406,Procurement Spend,Procurement,UK,03-03-2023,24-12-2024,Daily,Active,6,1,53.39,Breached,10.9,2,Finance Team
23407,Procurement Spend,Sales,India,08-02-2023,22-03-2024,Weekly,Under Maintenance,11,13,18.53,Breached,5.3,8,External Vendor
23408,Maintenance SLA,HR,South Africa,21-12-2024,31-10-2024,Monthly,Active,1,6,26.19,Met,5.7,5,External Vendor
23409,Inventory Aging,Operations,USA,25-11-2023,01-09-2024,Daily,Under Maintenance,1,6,18.3,Met,13.2,6,Finance Team
23410,Sales Summary,Procurement,USA,06-06-2023,30-01-2024,Daily,Active,7,11,29.04,Met,1.8,0,BI Team
23411,Inventory Aging,HR,India,25-02-2024,08-03-2024,Daily,Active,8,8,63.01,Breached,15.5,1,Finance Team
23412,Finance P&L,Sales,UK,19-05-2023,02-03-2024,Daily,Active,7,12,11.66,Breached,6.7,7,Finance Team
23413,Inventory Aging,Operations,USA,20-02-2024,08-05-2024,Daily,Active,12,2,12.96,Met,4.9,2,BI Team
23414,Finance P&L,Operations,India,07-02-2023,22-08-2024,Weekly,Deprecated,14,12,42.47,Met,4.8,7,Finance Team
23415,Procurement Spend,HR,USA,10-07-2024,26-07-2024,Daily,Under Maintenance,2,3,13.52,Breached,8.5,4,Finance Team
23416,Finance P&L,Finance,India,21-04-2023,01-04-2024,Monthly,Active,9,2,47.8,Met,2,6,External Vendor
23417,Sales Summary,Finance,USA,08-03-2023,21-12-2024,Weekly,Active,6,8,23.54,Met,18.5,5,External Vendor
23418,Maintenance SLA,IT,UK,03-04-2024,19-06-2024,Monthly,Active,13,4,1.62,Breached,18.6,8,External Vendor
23419,Maintenance SLA,IT,UK,11-04-2024,11-05-2024,Daily,Active,4,14,63.32,Met,10.6,7,IT Support
23420,Sales Summary,Finance,USA,09-02-2023,08-03-2024,Weekly,Active,0,14,12.44,Met,13.7,4,Finance Team
23421,Sales Summary,Sales,USA,09-01-2024,30-07-2024,Daily,Under Maintenance,4,2,58.5,Breached,18.2,9,IT Support
23422,Sales Summary,Finance,UAE,11-02-2024,29-01-2024,Weekly,Active,10,10,58.6,Met,2,7,BI Team
23423,HR Attrition,HR,South Africa,29-08-2024,18-09-2024,Daily,Active,8,12,53.03,Met,7,7,IT Support
23424,Finance P&L,Operations,UK,16-10-2023,05-01-2024,Daily,Active,8,11,69.65,Met,3,0,BI Team
23425,Sales Summary,HR,USA,23-10-2024,06-03-2024,Weekly,Deprecated,6,9,58.77,Met,19.9,1,IT Support
23426,Maintenance SLA,HR,South Africa,01-01-2024,23-12-2024,Daily,Deprecated,0,6,4.09,Met,13.7,1,Finance Team
23427,Inventory Aging,Procurement,USA,18-03-2023,29-10-2024,Weekly,Active,7,10,16.09,Met,14.6,3,IT Support
23428,Inventory Aging,Sales,South Africa,17-03-2023,14-04-2024,Monthly,Under Maintenance,1,1,44.54,Met,1.3,4,External Vendor
23429,HR Attrition,Operations,South Africa,15-02-2023,29-01-2024,Daily,Active,3,2,31.72,Met,18.5,1,External Vendor
23430,Finance P&L,Procurement,UK,23-12-2024,20-06-2024,Weekly,Active,0,1,13.55,Met,18.1,2,BI Team
23431,Finance P&L,Sales,UAE,08-07-2023,24-07-2024,Daily,Under Maintenance,10,6,38.99,Met,15.8,1,Finance Team
23432,Finance P&L,Operations,India,21-12-2023,21-01-2024,Daily,Deprecated,7,2,15.32,Met,9.5,5,IT Support
23433,Maintenance SLA,Procurement,USA,28-07-2024,23-10-2024,Daily,Deprecated,13,6,29.35,Breached,7.4,4,IT Support
23434,Maintenance SLA,IT,South Africa,17-09-2023,25-12-2024,Daily,Active,8,11,30.03,Met,16.9,4,Finance Team
23435,HR Attrition,Finance,UAE,23-04-2023,30-06-2024,Daily,Active,5,9,49.39,Breached,1.6,3,IT Support
23436,Finance P&L,HR,South Africa,03-06-2023,18-05-2024,Daily,Active,5,9,49.37,Met,9.6,4,External Vendor
23437,Finance P&L,IT,USA,18-02-2023,08-06-2024,Weekly,Active,14,0,2.63,Breached,11.9,6,External Vendor
23438,Sales Summary,Finance,India,05-06-2023,21-03-2024,Daily,Active,13,0,63.52,Breached,2.7,6,External Vendor
23439,Finance P&L,Operations,UK,18-07-2024,01-06-2024,Daily,Active,6,11,8.73,Breached,4.5,7,External Vendor
23440,Maintenance SLA,IT,India,09-07-2023,17-09-2024,Weekly,Active,7,8,18.02,Met,9.7,6,IT Support
23441,Sales Summary,IT,UK,04-04-2023,21-09-2024,Weekly,Active,13,14,46.91,Met,11.6,6,Finance Team
23442,Sales Summary,Procurement,South Africa,03-08-2023,16-01-2024,Monthly,Active,6,3,62.1,Met,17.4,6,External Vendor
23443,Finance P&L,Procurement,UAE,24-05-2024,28-11-2024,Daily,Under Maintenance,11,7,63.39,Met,3.7,8,Finance Team
23444,Inventory Aging,Procurement,UK,13-03-2024,14-03-2024,Monthly,Deprecated,13,2,58.66,Breached,14.8,6,IT Support
23445,Procurement Spend,HR,South Africa,22-06-2023,19-02-2024,Weekly,Active,11,6,67.12,Breached,15,5,External Vendor
23446,Maintenance SLA,Procurement,USA,20-09-2023,27-08-2024,Daily,Deprecated,14,4,67.91,Met,19.1,8,IT Support
23447,Inventory Aging,Sales,USA,10-01-2023,13-04-2024,Weekly,Active,12,0,45.21,Met,15.9,2,BI Team
23448,Finance P&L,Sales,UAE,03-08-2023,21-02-2024,Daily,Active,6,11,8.08,Met,17.6,5,Finance Team
23449,Finance P&L,Sales,UAE,05-05-2024,28-04-2024,Daily,Active,0,8,10.41,Met,17,3,External Vendor
23450,Inventory Aging,IT,USA,03-06-2024,14-08-2024,Daily,Under Maintenance,9,0,7.81,Met,18.3,3,Finance Team
23451,Finance P&L,Finance,USA,29-09-2023,05-11-2024,Daily,Deprecated,0,10,68.34,Met,15.3,2,BI Team
23452,Maintenance SLA,Operations,UK,01-04-2024,19-09-2024,Weekly,Active,3,1,19.51,Met,8.3,1,BI Team
23453,Sales Summary,Finance,UAE,13-08-2023,21-10-2024,Weekly,Under Maintenance,13,12,41.45,Met,5.2,6,Finance Team
23454,HR Attrition,IT,USA,18-03-2024,12-06-2024,Daily,Under Maintenance,13,10,43.31,Breached,18.2,2,IT Support
23455,Finance P&L,Finance,UK,18-11-2023,25-07-2024,Daily,Active,3,1,57.74,Met,18.2,8,IT Support
23456,Finance P&L,HR,South Africa,02-12-2024,03-03-2024,Weekly,Active,10,2,40.78,Breached,7.9,8,External Vendor
23457,Inventory Aging,IT,UAE,23-05-2024,12-11-2024,Daily,Deprecated,7,10,54.64,Met,4.1,3,External Vendor
23458,Sales Summary,Finance,UAE,27-12-2024,28-12-2024,Daily,Active,10,12,59,Met,1.8,3,External Vendor
23459,Inventory Aging,HR,USA,17-02-2023,16-12-2024,Daily,Deprecated,13,0,52.67,Met,19.6,2,BI Team
23460,Maintenance SLA,Sales,USA,11-11-2024,27-04-2024,Monthly,Active,4,4,18.67,Met,18.8,4,IT Support
23461,Inventory Aging,Sales,USA,07-02-2024,30-08-2024,Daily,Active,4,9,68.38,Met,14.5,8,IT Support
23462,Finance P&L,Finance,USA,04-10-2024,18-07-2024,Daily,Under Maintenance,7,6,67.79,Breached,8.3,6,External Vendor
23463,Sales Summary,Finance,India,28-10-2023,27-12-2024,Weekly,Deprecated,8,7,42.3,Met,10.5,1,External Vendor
23464,Maintenance SLA,Sales,USA,10-03-2023,23-01-2024,Weekly,Active,8,13,65.51,Met,2.6,3,External Vendor
23465,Finance P&L,Procurement,South Africa,16-09-2024,01-05-2024,Daily,Deprecated,2,13,26.51,Met,8.5,9,BI Team
23466,Maintenance SLA,Sales,USA,11-03-2023,11-12-2024,Weekly,Under Maintenance,14,6,56.11,Met,2.9,5,Finance Team
23467,Finance P&L,Procurement,USA,12-11-2024,21-12-2024,Weekly,Active,7,4,47.41,Met,10.5,6,Finance Team
23468,Finance P&L,Sales,South Africa,07-10-2024,16-08-2024,Daily,Active,5,7,2.7,Met,12.7,5,Finance Team
23469,Finance P&L,Operations,UK,24-12-2023,01-11-2024,Monthly,Deprecated,11,6,55.61,Breached,1.9,7,External Vendor
23470,HR Attrition,HR,South Africa,24-04-2023,26-12-2024,Daily,Active,12,6,53.35,Met,3.3,3,BI Team
23471,Procurement Spend,HR,UAE,16-05-2024,17-11-2024,Weekly,Deprecated,10,0,14.8,Met,10,9,IT Support
23472,Sales Summary,Operations,South Africa,01-08-2023,11-08-2024,Monthly,Active,14,12,16.46,Breached,17.3,2,Finance Team
23473,HR Attrition,Procurement,UAE,11-01-2024,12-10-2024,Weekly,Under Maintenance,2,12,43.57,Met,4.3,3,Finance Team
23474,Procurement Spend,Finance,India,01-02-2023,16-11-2024,Daily,Active,12,6,20.72,Met,16.8,3,External Vendor
23475,Maintenance SLA,Finance,South Africa,25-01-2023,20-10-2024,Daily,Active,9,10,38.98,Met,15.3,9,External Vendor
23476,Procurement Spend,HR,UK,18-06-2024,17-08-2024,Weekly,Deprecated,5,0,34.37,Breached,4,9,IT Support
23477,Procurement Spend,Finance,India,18-12-2024,11-12-2024,Daily,Active,7,3,52.46,Met,3.8,3,BI Team
23478,HR Attrition,Procurement,USA,10-08-2024,12-06-2024,Monthly,Under Maintenance,14,2,57.1,Met,4.2,6,BI Team
23479,Sales Summary,Finance,UK,27-11-2024,18-06-2024,Daily,Active,11,10,70.46,Met,10.5,1,IT Support
23480,Inventory Aging,Sales,South Africa,30-06-2024,06-02-2024,Daily,Active,13,6,34.7,Met,8.4,5,BI Team
23481,Procurement Spend,Operations,South Africa,18-12-2023,29-02-2024,Daily,Active,14,14,34.43,Met,8.9,0,Finance Team
23482,Inventory Aging,HR,UK,09-10-2023,19-10-2024,Daily,Active,13,8,70.94,Met,6,4,BI Team
23483,Inventory Aging,Finance,USA,09-08-2023,30-05-2024,Daily,Under Maintenance,14,7,15.95,Met,11.5,4,IT Support
23484,Finance P&L,Procurement,USA,26-12-2023,15-03-2024,Weekly,Deprecated,0,10,4.58,Breached,3.9,1,IT Support
23485,Inventory Aging,Finance,India,10-09-2024,14-07-2024,Daily,Active,14,7,60.11,Met,7.7,6,Finance Team
23486,Maintenance SLA,Operations,UK,05-02-2024,01-03-2024,Monthly,Deprecated,7,4,22.52,Met,6.6,3,Finance Team
23487,Maintenance SLA,Sales,UAE,08-01-2023,19-04-2024,Monthly,Deprecated,5,1,45.74,Met,5.4,3,IT Support
23488,Finance P&L,IT,UK,30-06-2024,26-04-2024,Daily,Deprecated,5,6,54.08,Breached,4.1,7,IT Support
23489,Sales Summary,HR,USA,01-02-2024,17-01-2024,Weekly,Under Maintenance,12,6,60.56,Met,17.2,8,IT Support
23490,Sales Summary,HR,USA,17-09-2023,01-10-2024,Daily,Under Maintenance,9,5,33.31,Met,1.8,1,BI Team
23491,Maintenance SLA,Procurement,India,16-03-2024,16-08-2024,Daily,Active,4,3,56.81,Met,13.3,3,BI Team
23492,Finance P&L,Sales,UK,04-07-2024,27-06-2024,Monthly,Active,8,11,41.14,Met,10.3,0,IT Support
23493,Sales Summary,Finance,South Africa,15-09-2024,13-04-2024,Daily,Active,7,3,4.23,Met,5.8,8,BI Team
23494,Procurement Spend,Finance,UAE,24-12-2023,09-07-2024,Monthly,Active,0,10,71.64,Breached,10.3,1,External Vendor
23495,Sales Summary,IT,UK,11-03-2023,25-09-2024,Weekly,Deprecated,4,0,36.88,Breached,7.7,7,IT Support
23496,Finance P&L,IT,UAE,15-05-2024,04-07-2024,Daily,Under Maintenance,5,4,69.93,Met,4.3,2,External Vendor
23497,Maintenance SLA,IT,UK,23-07-2024,11-07-2024,Daily,Active,6,11,40.01,Met,6.1,4,IT Support
23498,Procurement Spend,Procurement,USA,12-01-2023,23-11-2024,Daily,Under Maintenance,14,10,63.87,Met,8.2,6,Finance Team
23499,Inventory Aging,Sales,UAE,30-10-2024,18-08-2024,Weekly,Active,2,1,35.97,Met,4,3,IT Support
23500,Inventory Aging,Procurement,UK,18-08-2023,06-02-2024,Monthly,Deprecated,9,2,23.4,Breached,17.1,4,IT Support
23501,Inventory Aging,Operations,South Africa,27-04-2024,22-04-2024,Daily,Active,13,14,46.69,Met,19.2,6,IT Support
23502,Maintenance SLA,Operations,USA,27-06-2024,19-04-2024,Weekly,Deprecated,13,7,7.57,Breached,19.1,5,IT Support
23503,Finance P&L,Finance,South Africa,26-06-2023,02-11-2024,Weekly,Under Maintenance,3,6,29.41,Met,7.6,8,Finance Team
23504,Inventory Aging,Operations,India,22-09-2023,24-03-2024,Daily,Active,11,7,5.73,Met,17.1,5,BI Team
23505,Sales Summary,Procurement,India,05-06-2024,17-06-2024,Daily,Active,5,10,4.08,Met,8.6,6,IT Support
23506,Inventory Aging,HR,India,03-03-2024,04-11-2024,Daily,Active,6,5,26.46,Met,8.1,5,IT Support
23507,HR Attrition,Operations,USA,29-09-2023,18-01-2024,Daily,Deprecated,8,13,64.88,Met,2.8,8,Finance Team
23508,Maintenance SLA,Procurement,South Africa,16-07-2024,07-08-2024,Daily,Under Maintenance,13,11,66.34,Met,1.7,3,External Vendor
23509,HR Attrition,HR,UK,21-11-2024,15-04-2024,Daily,Active,0,1,51.03,Breached,9.1,3,BI Team
23510,Inventory Aging,HR,USA,15-01-2023,23-10-2024,Daily,Active,0,13,37.26,Met,10.6,5,IT Support
23511,Inventory Aging,IT,UK,18-05-2023,05-04-2024,Monthly,Active,13,8,67.12,Met,17.5,5,Finance Team
23512,HR Attrition,IT,USA,21-10-2023,29-02-2024,Daily,Active,3,7,10.42,Met,15.7,7,BI Team
